"Name","Address","Group","Notes","Gender","Ethnicity","Date.Opened","Date.Closed","yrOpen","yrClose","decadeOpen","decadeClose","singleOut","lon","lat","decade"
"Naples Café","1227 New York Ave NW Washington DC","Club/Bar","Part of the bus station scene.  A ""hustler bar"", The Terminal Hotel upstairs rented rooms by the hour.  Owned by Nick Papanicolas. ""But the Naples was there forever.  It was there when I arrived in DC in 1956.""--Franklin Kameny.    Listed at 1209 in the 50s but at 1227 (under the Terminal Hotel) in 1970s.  James Papanicolas took over after his father Nick died in 1971.  In 1980, Eddie Regina, a waiter was charged by the FBI with trying to blackmail former congressman Robert Bauman.  After Naples closed, Papanicolas opened JP’s on Wisconsin Avenue.  (See entries for Famous Faces, Famous Restaurant, JP’s.)","M","","12/2/1955","Oct-85","55","85",1950,1980,"",-77.0287596,38.9005757,"1960"
"Pink Elephant","436 11th St NW Washington DC","Club/Bar","Bar at the Hotel Harrington known as a place where hustlers and their clients met.","M","","1956","1982","56","82",1950,1980,"",-77.0276735,38.8959519,"1960"
"Plus One","529 8th St SE Washington DC","Club/Bar","First gay-owned bar to offer same-sex dancing.  Essentially broke the owner ban on dancing.  It was an immediate success. Owners: Henry Hecht, Donn Culver and Bill Bickford.  ""The Plus One, the first of the super bars then appearing saw what was going on, and saw what the future held, put in a dance floor, and dancing in gay bars was here to stay”—Franklin Kameny.  “Just a storefront from the street, the interior was decorated with gilded empty picture frames”—Peter Jefts.  Just Us:  “The Plus One is the first of the Capital City’s superbars, and is still a front runner in many ways.  Weekends, breakfast is served from 3:00 am to  6:00 am.  Happy Hour continues seven days a week.  18-year olds are welcome.  Membership in the Gatsby Club is ten dollars annually.  The Gatsby Club offers members half-price admission to the Thursday night shows, free movies, and often, breakfast and buffets.  The crowd is predominantly gay but otherwise mixed.”","M","","1968","Mar-73","68","73",1960,1970,"BarracksRow",-76.9953419,38.88189,"1960"
"Regency Baths","413 L St NW Washington DC","Club/Bar","The first gay-oriented bathhouse to open after the Riggs-Lafayette Turkish Baths closed.  David Harris, owner, opened the baths in an old warehouse.  ‘Liz Taylor’ and ‘Judy Garland’ of the Oscars drag group helped in setting up and decorating the baths.  There was a large Roman style mural in the bath area.  Harris had many run-ins with the police who regularly harassed the Regency.  On several occasions the Regency has special women-only nights.  Annual memberships were $12 and the nightly cover was $3.  The Regency was known in later days as a 'hustler' bathhouse, but also as a place where 'street people' could stay the night.  It was indicted as a 'bawdy house' in the 70s and Harris paid a $500 fine. The first of the bathhouses to close during the AIDS epidemic.  Harris also opened Regency bathhouses in Miami, Norfolk, and Boston.  Just Us:  “The Regency is a club open to members only, but membership is open to anyone.  Rates are fifteen dollars a year and are payable in installments.  The club is open 24 hours a day.”","M","","1968","1985","68","85",1960,1980,"",-77.0164607,38.9038898,"1960"
"Strand Theatre","811 D St NW Washington DC","Community Site","The Strand became a cruising theatre in its later days.","M","","1939","1965","39","65",1930,1960,"",-77.0236161,38.8947922,"1960"
"Hollywood House","1846 -1848 Monroe St. NW Washington DC","Community Site","Alan Kress, better known as ‘Liz Taylor’ and founder of the Oscars, D.C.’s first haven for female impersonators, turned his home into a gathering place and after-hours social center.  According to Carl Rizzi, each room of the house was named for a different Hollywood star: Judy Garland, Bette Davis, etc.  David Harris, owner of the Regency Baths, remembers spending many evenings at after-hours parties at Hollywood House.","M","","1961","1971","61","71",1960,1970,"",-77.0428322,38.9332873,"1960"
"Washington Free Clinic","1556 Wisconsin NW Washington DC","Community Site","First location to offer STD counseling to gay men.  Later shifted services to location in Mt. Pleasant, where it closed in 2007, with its workers joining Whitman-Walker Clinic on 14th St.","M","","1969","?","69","",1960,1960,"clinicFirst",-77.0650563,38.9100972,"1960"
"'Black' Nugget/Rosetta's Golden Nugget Restaurant","2504 14th St NW Washington DC","Club/Bar","Hangout for transvestite/transgendered street kids--Earline Budd.  When you entered, you knew you were in a gay place.  It was a haven for everyone--Juicy Coleman. The place was officially known as Rosetta's Golden Nugget but was popularly known as the Black Nugget.  Rosetta Minor owned it.","MW","African-American","1964","1968","64","68",1960,1960,"",-77.0319914,38.9222414,"1960"
"Cecelia's Restaurant","618 T St NW Washington DC","Club/Bar","It was across from the Howard Theatre, part of the African-American theatre district, and a place to see the stars.  "" It was the place to see all the artists""--Juicy Coleman.  Owner:  Mary Barnes.","MW","African-American","1954","1968","54","68",1950,1960,"",-77.020795,38.9152926,"1960"
"Kenyon Bar & Grill","3119 Georgia Ave NW Washington DC","Club/Bar","The Kenyon was a popular after-hours gathering place, cruising place.  Owner: Maurice Newsome in the 50s, Stanley Gimble in the 60s.  One of the places lost in the fires of April 1968.","MW","African-American","1959","1968","59","68",1950,1960,"",-77.023044,38.929724,"1960"
"Zodiac Den","221 Riggs Rd NE Washington DC","Club/Bar","Started by the Metropolitan Capitolites African-American social group, Owners: Aundrea Scott, John Reddy, Morrell Chasten.  It started as a house party at 4011 14th St NW; It moved to the basement at 221 Riggs Road under Ben's Hideaway (a straight biker bar).  Aundrea Scott recalled,  ""We needed more space so we found this little, honky-tonk, country and western club at Riggs Road and South Dakota Ave.  We moved into the basement apartment and operated off the owner's liquor license.""  --Aundrea Scott.  When the MCs took over the whole building they renamed it The Third World.  (See also entries for Sugar Kane Palace; Third World.)","MW","African-American","1969","1972","69","72",1960,1970,"",-77.0026332,38.9565432,"1960"
"Annie's Paramount Steak House","1519 17th St NW Washington DC","Club/Bar","Originally known as Paramount Steakhouse until the 1960s.  A favorite restaurant hangout on 17th St strip","MW","","1948","Sep-85","48","85",1940,1980,"",-77.0381514,38.910472,"1960"
"Cairo Ballroom","1615 Q St NW Washington DC","Club/Bar","Known in the 50s/60s for after hour dances organized by Black Pearl  (Ken White) at the Cairo Hotel.","MW","","1951","1962","51","62",1950,1960,"",-77.0373711,38.9113588,"1960"
"California Brick Kitchen","1234 Connecticut Ave NW Washington DC","Club/Bar","After-hours cruise spot.  Became known as California Kitchen in 1955.  Added H St locations.  Connecticut Ave location became the Copper skillet about 1962.  ""There was an all night cafeteria nearby [Lafayette Square and the Chicken Hut] on the Southwest corner of Pennsylvania and 18th Street, which, while certainly not gay, got lots and lots of gay customers in the late evenings and into the early mornings, as people left those two bars and wanted a bite to eat .""--Franklin E Kameny.  Description appears in the novella Summer Awakening (1968) by Bruce King.","MW","","1942","1962","42","62",1940,1960,"",-77.0419513,38.90693,"1960"
"Copper Skillet","1234 Connecticut Ave NW Washington DC","Club/Bar","After hours hangout, successor to California Kitchen at this spot","MW","","1962 (?)","?","62","",1960,1960,"",-77.0419513,38.90693,"1960"
"Crescent Café","1338 New York Ave NW Washington DC","Club/Bar","Moved to NY Ave location in mid-50s","MW","","1954","1970","54","70",1950,1970,"",-77.0313573,38.8995513,"1960"
"Mr. Henry's - Capitol Hill","601 Pennsylvania Ave SE Washington DC","Club/Bar","First and longest surviving location of Mr. Henry's.  Owned by Henry Yaffe.  Second floor was Dot's Spot in the 70s.  Performance space for Roberta Flack and others.","MW","","1966","","66","",1960,1960,"",-76.9982665,38.8852078,"1960"
"Mr. Henry's - Downtown","1401 I St NW Washington DC","Club/Bar","Followed by Victoria Station","MW","","1960","Feb-70","60","70",1960,1970,"",-77.0322484,38.90169,"1960"
"Mr. Henry's - Georgetown","1225 Wisconsin Ave NW Washington DC","Club/Bar","Owned by Larry Samuel, who bought it from Henry Yaffe in 1973","MW","","1967","Feb-86","67","86",1960,1980,"",-77.0623595,38.9057944,"1960"
"Mr. Henry's - Tenleytown","4321 Wisconsin Ave NW Washington DC","Club/Bar","","MW","","1969","?","69","",1960,1960,"",-77.0781952,38.9457662,"1960"
"Paramount Steak House","1519 17th St NW Washington DC","Club/Bar","Annie's was originally known as Paramount Steakhouse until the 1960s.  A favorite restaurant hangout on 17th St strip.  (See also entries for Annie’s Paramount Steak House.)","MW","","1948","Sep-85","48","85",1940,1980,"",-77.0381514,38.910472,"1960"
"Uptown Restaurant & Cocktail Lounge","3433 Connecticut Ave NW Washington DC","Club/Bar","""It was upstairs over one of the restaurants in that strip across from the [Uptown] theatre.  It was short-lived.  The residents objected to it.  The management tried to push the envelope for that day, and had a floor show which the vice squad (probably 'sicced' onto them by the neighbors) found obscene--although no one would think twice about it today--it was raided--the 'other gay bar raid [the Gayety was the first gay place raided]… Performers were arrested.  It closed. Finis.""--Franklin E Kameny.  The impresario of the club, Bill Frey, began a costume ball which later became the Miss Gaye America pageant in the Academy.  The 1978 International Guild Guide lists this location as the site of the Desert Inn Club, a “private male massage parlor.”","MW","","1943","1971","43","71",1940,1970,"mpdRaid",-77.0579736,38.9353295,"1960"
"Wayne’s Luv","2153 K St. NW Washington DC","Club/Bar","The 1969 International Guild Guide notes “Collegiate crowd.  Exceptionally popular spot,” and suggestions “stay around the bar only” for gay socializing.Private “swinging” parties on Sunday nights starting in 1970; bisexual.  Phil Ross: “Couples and n-tuples at Wayne’s Luv were usually a younger and more casual group.”","MW","","1969","?","69","",1960,1960,"",-77.0481214,38.9026425,"1960"
"Guild Press","507-13 8th St SE Washington DC","Community Site","Publisher of gay travel guides, gay fiction, physique magazines, and local newspaper Gay Forum.  Owner: Herman Lynn Womack.  Press and publisher charged with and convicted of obscenity.","MW","","1964","1974 (?)","64","74",1960,1970,"BarracksRow",-76.994976,38.8823156,"1960"
"Mattachine Society of Washington","1319 F St. NW Washington DC","Community Site","In 1966 and 1967, MSW had an office at this location.  Because of the expense, it was later closed.","MW","","1966","1968","66","68",1960,1960,"",-77.0306127,38.8976463,"1960"
"Jo-Anna's","430 8th St SE Washington DC","Club/Bar","“The first nice women's bar""--Lilli Vincenz.  ""Joanna's arrived somewhat later, on the NE corner of 8th and E, directly across E from Johnny's.  It was responsible for the initiation of dancing in DC gay bars on a regular basis.  It was a women's bar.  They put in a small dance floor, which immediately started to attract business including, (I think) some men.  Johnnies saw the future, and installed a postage-stamp-sized dance floor, and began getting lots of customers.""--Franklin Kameny.  JoAnna's closed briefly.  The re-opened JoAnna's in 1973 hosted Paul & Billie Gold's Gold Dust Review on Sundays.  (See also entries for Horseshoe Saloon; Rendezvous.)","W","","1968","1972","68","72",1960,1970,"BarracksRow",-76.994648,38.882875,"1960"
"Rendezvous Restaurant & Bar","410 10th St. NW Washington DC","Club/Bar","Lesbian bar near the 9th St NW strip; “pretty butch,” according to Eva Freund","W","","1968","1973","68","73",1960,1970,"",-77.0259864,38.8952755,"1960"
"Zombies Restaurant","5828 Georgia Ave NW Washington DC","Club/Bar","A mixed crowd but primarily women.  Zombies courted the gay women's' business and then the straight crowd.  In the early 70s the owners tried to discourage lesbian customers but lost business and returned to encouraging lesbian customers.  Owners: James and Pearl Lake.","W","","1956","Oct-84","56","84",1950,1980,"",-77.0282638,38.9608627,"1960"
